customer_id,signup_date,customer_segment,country
596,2025-08-08,New,Australia
597,2025-02-26,Regular,India
598,2025-07-23,Loyal,UK
599,2025-04-03,Regular,India
600,2025-04-14,Loyal,India
601,2025-03-25,Loyal,Australia
602,2025-07-22,New,USA
603,2025-06-23,Loyal,USA
604,2024-04-08,Loyal,USA
605,2025-08-26,Regular,India
606,2025-01-26,Regular,USA
607,2024-08-23,Loyal,India
608,2025-01-10,High_Value,UK
609,2025-12-06,High_Value,USA
610,2025-09-18,Regular,UK
611,2025-08-31,Loyal,India
612,2024-12-03,Regular,India
613,2025-07-26,Loyal,USA
614,2024-10-08,Regular,USA
615,2025-05-15,Loyal,Germany
616,2025-04-11,High_Value,UK
617,2024-07-01,Regular,Australia
618,2024-07-13,High_Value,Canada
619,2024-02-14,Regular,India
620,2024-04-12,Regular,USA
621,2024-11-12,New,Canada
622,2024-12-14,Regular,USA
623,2024-04-30,Regular,Singapore
624,2024-10-31,Regular,USA
625,2025-03-17,Regular,USA
626,2024-06-18,New,India
627,2024-09-03,Regular,India
628,2024-09-25,Loyal,India
629,2025-01-03,New,India
630,2024-09-24,Regular,UK
631,2025-06-21,New,India
632,2024-08-27,Loyal,India
633,2024-11-12,Regular,USA
634,2024-10-04,Loyal,Germany
635,2024-05-13,Loyal,India
636,2025-05-15,Loyal,USA
637,2024-06-20,Regular,India
638,2024-08-04,Regular,Germany
639,2025-08-01,New,USA
640,2025-11-23,Regular,UK
641,2025-05-04,Regular,USA
642,2025-10-30,Regular,Australia
643,2025-09-15,New,USA
644,2024-12-17,Regular,Singapore
645,2025-07-16,Regular,India
646,2024-08-27,Regular,Canada
647,2024-12-02,Regular,India
648,2025-01-25,Regular,India
649,2025-12-02,Regular,USA
650,2025-09-11,Regular,India
651,2024-12-23,Loyal,India
652,2025-04-21,Loyal,India
653,2024-05-27,Regular,India
654,2025-08-10,Regular,UK
655,2025-02-07,Regular,India
656,2025-01-23,Loyal,Germany
657,2025-07-13,New,India
658,2025-04-07,Regular,Singapore
659,2024-02-22,Regular,USA
660,2024-07-29,Loyal,Canada
661,2024-05-09,New,UK
662,2025-06-20,Loyal,India
663,2024-01-26,Regular,USA
664,2024-05-27,Loyal,India
665,2025-03-12,High_Value,Germany
666,2025-05-22,Regular,Germany
667,2025-01-02,Regular,India
668,2025-09-20,Loyal,USA
669,2025-11-01,Loyal,India
670,2024-04-06,Regular,India
671,2025-11-26,New,India
672,2025-03-24,High_Value,UK
673,2025-04-09,New,Canada
674,2024-03-10,High_Value,India
675,2025-03-29,Regular,USA
676,2025-06-13,Regular,India
677,2025-02-27,High_Value,UK
678,2024-03-02,Regular,India
679,2025-01-16,Regular,India
680,2025-11-14,Regular,India
681,2025-06-12,Regular,USA
682,2024-04-10,New,UK
683,2025-12-01,Regular,India
684,2025-11-30,Regular,India
685,2024-05-03,Regular,USA
686,2025-08-07,Regular,USA
687,2024-10-23,Loyal,India
688,2025-03-09,Loyal,Germany
689,2024-11-20,Regular,USA
690,2025-07-25,High_Value,Australia
691,2025-12-28,Regular,Germany
692,2025-08-03,Regular,UK
693,2025-11-10,Regular,India
694,2025-11-21,Loyal,UK
695,2024-03-06,Regular,USA
696,2024-07-03,Regular,India
697,2025-06-10,High_Value,India
698,2025-03-06,Loyal,India
699,2024-02-06,Loyal,USA
700,2024-03-10,Loyal,USA
701,2025-01-14,Regular,Singapore
702,2025-03-25,New,UK
703,2024-05-02,Loyal,India
704,2024-05-05,Regular,Australia
705,2024-04-04,New,Singapore
706,2025-02-16,High_Value,USA
707,2024-01-06,New,Germany
708,2025-02-21,New,Canada
709,2024-12-13,Regular,India
710,2024-12-06,Loyal,India
711,2025-05-10,High_Value,UK
712,2025-01-16,New,Singapore
713,2025-06-15,Regular,India
714,2025-07-11,Loyal,Germany
715,2025-11-02,Regular,India
716,2025-08-06,Regular,USA
717,2025-01-12,Regular,USA
718,2024-12-25,Regular,India
719,2024-06-21,New,India
720,2025-03-13,Loyal,India
721,2024-04-11,Regular,USA
722,2025-11-10,Loyal,India
723,2025-09-08,Regular,UK
724,2024-03-28,Regular,USA
725,2025-07-27,Loyal,India
726,2024-03-26,New,India
727,2025-06-10,Regular,UK
728,2024-03-05,Regular,Germany
729,2024-12-22,Loyal,UK
730,2025-04-25,Loyal,USA
731,2025-06-16,Regular,India
732,2024-11-01,Loyal,Australia
733,2025-11-03,Regular,USA
734,2025-07-19,New,India
735,2024-06-01,Regular,Canada
736,2025-05-04,Loyal,India
737,2025-06-17,Regular,India
738,2024-08-31,Regular,UK
739,2025-06-22,Loyal,India
740,2025-10-17,New,India
741,2025-08-19,New,UK
742,2025-07-10,New,India
743,2025-04-08,New,India
744,2024-07-16,Regular,India
745,2025-08-03,Regular,USA
746,2024-09-22,Loyal,Singapore
747,2025-01-23,Loyal,USA
748,2024-08-17,Loyal,Singapore
749,2024-08-16,Regular,Germany
750,2024-04-25,Regular,Germany
751,2025-12-02,New,USA
752,2024-04-17,Regular,USA
753,2024-03-03,Regular,UK
754,2025-11-14,Regular,India
755,2025-02-09,Regular,India
756,2024-11-15,Loyal,Singapore
757,2025-06-22,New,USA
758,2024-10-06,Loyal,Australia
759,2024-04-03,New,India
760,2025-06-16,High_Value,India
761,2024-05-08,Regular,India
762,2025-02-07,New,Canada
763,2025-11-23,Regular,India
764,2025-11-14,Regular,Australia
765,2024-09-20,Loyal,Canada
766,2025-07-23,Regular,India
767,2025-03-23,Loyal,India
768,2024-12-15,Regular,USA
769,2024-04-12,High_Value,Australia
770,2024-10-01,Regular,Australia
771,2025-04-20,Regular,USA
772,2025-12-21,Loyal,UK
773,2024-01-04,Regular,Germany
774,2025-06-07,New,USA
775,2025-09-09,Regular,India
776,2025-11-25,Regular,India
777,2024-11-05,Loyal,India
778,2024-03-27,Regular,India
779,2024-07-16,Loyal,Germany
780,2025-09-12,Loyal,USA
781,2025-10-02,Loyal,Canada
782,2025-04-10,New,Singapore
783,2024-03-30,New,USA
784,2024-03-30,High_Value,Australia
785,2024-12-15,Loyal,Canada
786,2025-03-05,Regular,India
787,2024-01-24,Loyal,India
788,2025-05-15,New,India
789,2025-02-01,Loyal,Australia
790,2024-01-09,Regular,Singapore
791,2024-03-10,Loyal,USA
792,2024-11-27,Loyal,USA
793,2025-06-11,Regular,India
794,2025-08-25,New,Canada
795,2024-11-10,Loyal,India
796,2024-08-03,Loyal,India
797,2025-12-07,Regular,Germany
798,2024-11-30,High_Value,India
799,2024-08-18,Regular,USA
800,2024-11-18,Regular,USA
801,2024-01-09,High_Value,India
802,2024-08-08,Regular,UK
803,2025-01-11,Loyal,Germany
804,2025-11-01,Loyal,USA
805,2025-06-22,Regular,India
806,2025-07-24,Regular,Australia
807,2025-02-01,Loyal,India
808,2024-03-21,Regular,Australia
809,2024-10-12,Regular,Germany
810,2025-12-28,Regular,Germany
811,2024-02-02,New,Canada
812,2025-10-03,New,Singapore
813,2025-05-14,Regular,Germany
814,2024-07-26,Loyal,Germany
815,2025-07-21,Regular,USA
816,2025-09-02,Regular,India
817,2024-02-01,Regular,Singapore
818,2024-03-18,Loyal,India
819,2025-04-30,New,USA
820,2025-12-30,Regular,UK
821,2024-01-18,Loyal,India
822,2025-04-30,Regular,India
823,2024-04-09,Regular,India
824,2025-04-19,Loyal,India
825,2025-03-31,Regular,Singapore
826,2024-03-07,New,USA
827,2025-05-11,New,India
828,2025-10-16,Loyal,India
829,2025-09-22,Loyal,India
830,2024-01-22,Regular,USA
831,2024-06-28,High_Value,India
832,2024-06-24,Loyal,India
833,2024-11-26,Regular,Singapore
834,2024-04-14,Regular,USA
835,2025-09-15,Regular,India
836,2025-07-21,Regular,Canada
837,2025-08-13,Regular,India
838,2024-05-24,Regular,India
839,2024-01-11,Regular,India
840,2025-10-26,Regular,UK
841,2024-07-29,Regular,India
842,2025-04-24,Loyal,USA
843,2025-10-25,Loyal,USA
844,2024-01-27,Regular,India
845,2024-01-04,Loyal,USA
846,2024-01-04,Regular,USA
847,2024-04-24,Regular,Singapore
848,2024-02-07,Loyal,UK
849,2025-08-21,High_Value,India
850,2025-03-18,Loyal,Australia
851,2025-12-16,New,USA
852,2025-08-08,Regular,India
853,2025-12-04,Loyal,India
854,2024-06-23,Loyal,USA
855,2024-07-29,Regular,India
856,2025-09-12,New,Australia
857,2024-06-27,Regular,India
858,2024-02-11,New,India
859,2025-05-03,Regular,USA
860,2025-08-07,Regular,Singapore
861,2025-12-07,New,India
862,2025-11-08,Loyal,UK
863,2024-03-28,Regular,USA
864,2025-07-17,Regular,USA
865,2025-09-09,Regular,India
866,2025-05-24,Loyal,India
867,2025-08-21,Regular,Australia
868,2025-09-03,Loyal,Canada
869,2024-11-21,Regular,India
870,2024-01-30,Regular,USA
871,2024-11-29,High_Value,India
872,2024-05-27,New,India
873,2024-03-24,Regular,USA
874,2024-04-01,Loyal,India
875,2025-05-24,Regular,USA
876,2025-01-03,Regular,India
877,2025-01-29,High_Value,India
878,2025-06-27,New,India
879,2025-02-04,Regular,India
