transaction_id,high_value_flag,new_account_flag,high_velocity_flag,multiple_payment_failures_flag,previous_chargeback_flag,device_account_count,unusual_location_flag,risk_score,risk_level
78,0,0,0,0,0,1,0,0.0,Low
79,0,0,0,0,0,5,0,2.9,Low
80,0,0,0,0,0,1,0,9.0,Low
81,0,0,0,0,0,5,1,5.4,Low
82,0,0,0,0,0,5,0,0.0,Low
83,0,0,0,0,0,5,0,0.0,Low
84,0,1,0,0,0,3,0,18.1,Low
85,0,0,0,0,0,4,0,0.0,Low
86,0,0,0,0,0,5,0,2.9,Low
87,0,0,0,0,1,4,0,16.5,Low
88,0,0,0,0,0,3,1,12.9,Low
89,0,0,0,0,0,4,0,0.0,Low
90,0,1,0,0,0,1,0,16.7,Low
91,0,0,0,0,0,5,1,12.8,Low
92,0,0,0,0,0,1,0,0.0,Low
93,0,0,0,0,0,5,0,1.5,Low
94,0,0,0,1,0,4,0,18.0,Low
95,0,1,0,0,0,4,0,18.3,Low
96,0,0,0,0,0,1,0,2.5,Low
97,0,1,0,0,0,1,0,31.4,Medium
98,0,0,0,0,0,5,0,0.0,Low
99,0,0,0,0,0,5,0,0.0,Low
100,0,1,0,0,0,4,0,25.4,Medium
101,0,0,0,0,0,5,1,3.7,Low
102,0,1,0,0,0,4,0,34.5,Medium
103,0,0,0,1,0,4,0,26.5,Medium
104,0,0,1,0,0,3,0,14.7,Low
105,0,0,0,0,0,4,0,0.1,Low
106,0,0,1,0,0,1,0,9.9,Low
107,0,0,0,0,0,1,0,0.3,Low
108,0,0,0,0,0,2,0,0.0,Low
109,0,1,0,0,0,4,0,30.1,Medium
110,0,0,0,1,0,2,0,19.9,Low
111,0,0,0,0,0,5,0,0.0,Low
112,0,0,1,0,0,5,0,19.6,Low
113,0,0,0,0,0,3,0,0.0,Low
114,0,0,1,0,0,5,0,21.5,Low
115,0,0,0,0,0,4,0,0.0,Low
116,0,0,1,0,0,5,1,32.1,Medium
117,0,0,0,0,0,5,0,0.0,Low
118,0,1,0,0,0,3,0,10.2,Low
119,0,0,0,0,0,5,0,0.0,Low
120,0,0,0,0,0,1,0,7.2,Low
121,0,0,1,0,0,4,0,18.3,Low
122,0,1,0,0,0,5,0,27.9,Medium
123,0,0,0,0,0,3,0,0.0,Low
124,0,1,0,0,0,3,0,25.1,Medium
125,0,0,1,0,0,2,0,20.1,Low
126,0,0,1,0,0,3,0,22.4,Low
127,0,1,1,0,0,4,0,43.0,Medium
128,0,0,1,0,0,4,0,12.5,Low
129,0,1,0,0,0,5,0,23.9,Low
130,0,1,0,0,0,1,0,25.0,Low
131,0,0,0,0,0,2,0,0.0,Low
132,0,0,0,0,0,5,0,10.4,Low
133,0,0,0,0,0,5,0,0.0,Low
134,0,1,0,0,0,3,0,10.6,Low
135,0,0,0,0,0,2,0,3.7,Low
136,0,0,0,0,1,5,0,16.1,Low
137,0,1,0,0,0,2,0,21.2,Low
138,0,0,1,0,0,1,0,10.8,Low
139,0,0,0,0,0,3,0,1.5,Low
140,0,0,1,1,0,5,0,24.6,Low
141,0,0,1,1,0,3,1,36.5,Medium
142,0,0,0,0,1,4,0,5.2,Low
143,0,0,1,0,0,3,1,23.6,Low
144,0,0,0,0,0,5,0,0.0,Low
145,0,0,0,0,0,1,0,0.0,Low
146,0,0,0,0,1,5,0,17.1,Low
147,0,0,0,0,0,3,0,1.7,Low
148,0,0,0,0,0,5,0,5.0,Low
149,0,1,0,0,0,4,0,27.8,Medium
150,0,0,0,0,0,4,0,0.0,Low
151,0,0,0,0,0,2,0,6.7,Low
152,0,0,0,0,0,4,0,4.8,Low
153,0,0,1,0,0,5,0,11.7,Low
154,0,0,0,0,0,5,0,0.0,Low
155,0,0,0,0,0,4,0,10.2,Low
156,0,0,1,0,0,2,0,16.6,Low
157,0,1,0,0,0,1,0,19.0,Low
158,0,0,0,0,0,3,0,0.0,Low
159,0,0,0,0,0,3,1,5.6,Low
160,0,0,0,0,0,1,0,1.9,Low
161,0,0,0,0,0,3,0,4.2,Low
162,0,0,0,0,0,5,0,9.9,Low
163,0,0,0,0,0,5,0,2.5,Low
164,0,0,0,0,0,2,0,0.0,Low
165,0,1,0,0,0,1,0,19.0,Low
166,0,1,1,0,0,2,0,36.1,Medium
167,0,0,0,0,0,5,0,6.7,Low
168,0,1,0,0,0,4,0,25.3,Medium
169,0,0,0,0,0,3,0,0.7,Low
170,0,0,0,0,0,5,0,11.0,Low
171,0,0,0,1,0,4,1,16.6,Low
172,0,0,1,0,0,2,0,26.2,Medium
173,0,0,1,0,0,3,0,15.1,Low
174,0,0,0,0,0,1,0,0.0,Low
175,0,0,0,0,0,4,0,0.0,Low
176,1,0,1,0,0,5,0,29.0,Medium
177,0,0,0,0,0,3,0,4.8,Low
178,0,0,1,1,0,3,0,32.6,Medium
179,0,0,0,0,0,4,0,3.5,Low
180,0,0,0,0,0,5,0,0.0,Low
181,0,1,0,0,0,3,0,15.9,Low
182,0,1,1,0,0,3,0,36.8,Medium
183,0,0,0,0,0,3,0,2.0,Low
184,0,0,1,0,0,4,0,16.2,Low
185,0,0,0,0,0,5,0,0.0,Low
186,0,0,1,0,0,1,0,23.8,Low
187,0,1,0,0,0,1,0,23.3,Low
188,0,0,0,0,0,2,0,4.8,Low
189,0,0,0,0,0,5,0,4.7,Low
190,0,0,0,0,0,3,0,0.0,Low
191,0,0,0,0,0,2,0,1.1,Low
192,0,0,0,0,0,1,0,0.0,Low
193,0,0,0,0,0,1,0,0.0,Low
194,0,0,0,0,0,4,0,12.4,Low
195,0,0,0,0,0,2,0,0.0,Low
196,0,0,0,0,0,5,0,4.6,Low
197,0,0,0,0,0,3,0,0.0,Low
198,0,0,1,0,1,5,0,34.7,Medium
199,0,0,0,0,0,4,0,0.0,Low
200,0,0,1,0,0,4,0,20.2,Low
201,0,0,0,0,0,5,0,7.9,Low
202,0,1,0,0,0,3,0,21.6,Low
203,0,0,0,0,0,2,0,5.0,Low
204,0,0,0,0,0,3,0,0.5,Low
205,0,0,0,0,0,5,0,4.6,Low
206,0,0,0,0,0,4,0,0.0,Low
207,0,0,0,0,0,5,0,0.0,Low
208,0,0,0,0,0,4,0,2.9,Low
209,0,0,0,0,0,1,0,8.8,Low
210,0,0,0,0,0,1,0,1.1,Low
211,1,0,0,0,0,3,0,20.6,Low
212,0,0,0,0,0,2,0,8.6,Low
213,0,0,0,0,0,2,0,0.0,Low
214,0,0,0,1,0,3,0,13.2,Low
215,0,0,0,1,0,2,0,8.3,Low
216,0,0,0,0,0,2,0,0.0,Low
217,0,1,0,0,0,5,0,14.0,Low
218,0,0,0,0,0,4,0,0.0,Low
219,0,0,0,0,0,4,0,0.0,Low
220,0,0,0,0,0,1,0,10.3,Low
221,0,0,0,0,0,2,0,1.3,Low
222,0,0,0,0,0,3,0,0.0,Low
223,0,0,0,0,0,1,0,0.0,Low
224,0,0,0,0,0,4,0,0.0,Low
225,0,0,0,0,0,4,0,0.0,Low
226,0,0,0,0,0,4,0,12.3,Low
227,0,0,0,0,0,4,0,2.1,Low
228,0,0,0,1,1,1,0,37.5,Medium
229,0,0,0,0,0,1,0,2.8,Low
230,0,0,0,0,0,2,0,6.0,Low
231,0,0,0,0,0,2,0,0.0,Low
232,0,0,0,0,0,1,1,13.3,Low
233,0,0,0,0,1,4,0,13.5,Low
234,0,0,0,0,0,3,0,9.2,Low
235,0,0,0,0,0,2,0,1.0,Low
236,0,0,0,0,0,5,0,5.8,Low
237,0,0,0,0,0,3,0,0.0,Low
238,0,0,0,0,0,3,0,2.8,Low
239,0,0,0,0,0,4,0,8.4,Low
240,0,0,0,0,0,1,0,0.0,Low
241,0,0,0,0,0,3,0,0.0,Low
242,0,1,0,0,0,1,0,18.8,Low
243,0,0,0,0,0,4,0,1.7,Low
244,0,0,0,0,0,5,0,4.9,Low
245,0,1,0,0,0,3,0,21.7,Low
246,0,0,0,1,1,2,0,31.4,Medium
247,0,0,0,0,1,2,0,10.8,Low
248,0,0,1,0,0,4,0,13.8,Low
249,1,0,0,0,0,2,0,18.4,Low
250,0,0,0,0,0,3,0,0.0,Low
251,0,1,0,0,0,3,1,29.6,Medium
252,0,0,0,0,0,2,0,0.0,Low
253,0,0,0,0,0,4,0,0.0,Low
254,0,0,0,0,0,2,0,4.1,Low
255,0,0,0,0,0,3,0,4.5,Low
256,0,0,0,1,1,1,0,34.8,Medium
257,0,0,0,0,0,4,0,8.4,Low
258,0,0,0,0,0,1,0,6.2,Low
259,0,0,1,0,0,1,0,21.7,Low
260,0,1,0,0,0,4,1,31.5,Medium
261,0,0,0,0,0,2,0,0.0,Low
262,0,0,0,0,0,5,0,0.0,Low
263,0,0,0,0,0,1,0,2.6,Low
264,1,0,0,0,1,5,0,30.5,Medium
265,0,0,0,0,0,1,1,0.0,Low
266,0,0,0,0,0,5,0,5.1,Low
267,0,1,0,0,0,4,0,26.5,Medium
268,0,0,0,0,0,1,0,6.1,Low
269,0,1,0,0,0,5,0,12.1,Low
270,0,0,0,0,0,4,0,0.0,Low
271,0,0,0,0,0,4,0,7.1,Low
272,0,0,0,0,1,2,0,19.0,Low
273,0,0,0,0,0,2,0,0.0,Low
274,0,0,0,0,0,4,0,0.0,Low
275,0,0,0,0,0,5,0,0.0,Low
276,0,0,0,0,0,5,0,0.0,Low
277,0,0,0,0,0,1,0,4.7,Low
278,0,0,0,0,0,1,0,0.0,Low
279,0,0,0,0,0,5,0,3.4,Low
280,0,0,0,0,0,1,0,1.7,Low
281,0,0,0,0,0,5,0,0.0,Low
282,0,1,0,0,0,5,1,32.4,Medium
283,0,0,1,0,0,4,0,10.3,Low
284,0,0,0,0,0,3,0,0.0,Low
285,0,0,0,0,0,3,0,8.6,Low
286,0,0,0,0,0,1,0,8.1,Low
287,0,0,0,0,0,2,1,17.4,Low
288,0,0,0,0,0,3,0,2.5,Low
289,0,0,0,0,0,5,0,8.7,Low
290,0,1,0,0,0,5,0,27.9,Medium
291,0,0,0,0,0,3,0,6.6,Low
292,0,1,0,0,0,3,0,18.5,Low
293,0,0,0,0,0,5,0,0.0,Low
294,0,0,0,0,0,2,0,0.0,Low
295,0,0,0,0,0,4,0,0.0,Low
296,0,0,0,0,0,3,0,0.9,Low
297,0,1,0,0,0,1,0,25.4,Medium
298,1,0,0,0,0,5,0,21.7,Low
299,0,0,0,0,0,2,0,0.0,Low
300,0,0,0,0,0,4,1,7.1,Low
301,0,0,0,0,0,2,0,2.4,Low
302,0,0,1,0,0,1,0,17.7,Low
303,0,0,0,0,0,2,0,6.8,Low
304,0,1,1,0,0,4,0,35.5,Medium
305,0,0,0,0,0,2,1,10.9,Low
306,0,1,0,0,0,2,0,13.4,Low
307,0,0,0,0,0,5,0,0.0,Low
308,1,0,0,0,0,4,0,20.4,Low
309,0,0,0,0,0,5,0,0.0,Low
310,0,0,0,0,0,1,0,0.0,Low
311,0,0,0,0,0,1,0,0.2,Low
312,0,0,0,0,1,2,0,16.8,Low
313,0,0,0,0,0,5,0,0.0,Low
314,0,1,0,0,0,1,1,31.6,Medium
315,0,0,0,0,0,4,1,13.3,Low
316,0,1,0,0,0,2,0,24.8,Low
317,0,0,0,0,0,4,0,2.1,Low
318,0,0,0,0,0,5,0,1.0,Low
319,0,0,0,0,1,1,0,2.6,Low
320,0,0,0,0,0,1,0,0.0,Low
321,0,1,0,1,0,2,0,40.7,Medium
322,1,0,0,0,0,1,0,26.1,Medium
323,0,0,1,0,0,3,1,28.6,Medium
324,0,0,0,0,0,1,0,12.0,Low
325,0,0,0,0,0,3,0,2.5,Low
326,0,1,0,0,0,2,0,34.2,Medium
327,0,0,0,0,0,4,0,0.0,Low
328,0,1,0,0,0,3,0,19.1,Low
329,0,1,0,0,0,5,0,19.0,Low
330,0,0,0,0,0,3,1,7.7,Low
331,0,0,1,0,1,4,0,33.0,Medium
332,0,0,0,0,1,2,0,6.9,Low
333,0,0,0,0,0,3,0,4.2,Low
334,0,0,0,0,0,3,0,0.0,Low
335,0,0,0,0,0,2,0,4.2,Low
336,0,0,0,0,0,3,1,5.8,Low
337,0,0,0,0,0,4,0,0.0,Low
338,0,0,0,0,0,5,0,0.0,Low
339,0,0,0,0,0,2,0,4.4,Low
340,0,0,0,0,0,3,0,4.3,Low
341,0,0,0,0,0,3,0,0.0,Low
342,0,0,0,0,0,2,0,0.0,Low
343,0,0,0,0,0,5,0,0.0,Low
344,0,0,0,0,0,4,0,0.0,Low
345,0,0,0,0,0,1,0,0.0,Low
346,0,0,0,0,0,3,0,0.0,Low
347,0,0,0,0,0,1,0,0.0,Low
348,0,0,1,0,0,4,0,22.6,Low
349,0,1,0,0,0,1,0,18.7,Low
350,0,0,0,0,0,5,0,0.0,Low
351,0,0,0,0,0,1,0,0.0,Low
352,0,0,0,0,0,2,0,3.6,Low
353,0,0,0,0,0,4,1,0.5,Low
354,0,0,0,0,0,2,0,0.0,Low
355,0,0,0,0,0,2,0,3.3,Low
356,0,0,0,0,0,3,0,1.6,Low
357,0,0,0,0,0,4,0,7.5,Low
358,0,0,0,0,0,3,0,0.0,Low
359,0,0,1,0,0,3,0,11.2,Low
360,0,0,0,0,0,2,0,0.0,Low
361,0,0,0,0,0,3,0,0.5,Low
362,0,0,0,0,0,5,1,2.6,Low
363,0,0,0,0,0,5,0,0.0,Low
364,0,0,0,0,0,1,0,0.0,Low
365,0,0,0,0,0,2,0,0.0,Low
366,0,0,0,1,0,3,0,16.0,Low
367,1,0,1,0,0,4,0,47.1,Medium
368,0,0,0,0,0,4,1,8.0,Low
369,0,1,0,0,0,5,0,18.7,Low
370,0,0,1,0,0,3,0,15.0,Low
371,0,0,0,0,0,1,0,10.2,Low
372,0,0,0,0,0,4,1,11.9,Low
373,0,0,0,0,0,1,0,0.0,Low
374,0,1,1,0,0,4,0,41.2,Medium
375,0,0,0,0,0,1,0,3.6,Low
376,0,0,0,0,0,2,0,0.0,Low
377,0,0,0,0,0,5,0,3.4,Low
378,0,0,0,0,1,3,0,17.3,Low
379,0,1,0,0,0,2,0,23.4,Low
380,0,0,0,0,0,4,0,0.0,Low
381,0,0,0,0,0,5,0,0.0,Low
382,0,1,1,0,0,1,0,36.5,Medium
383,0,1,0,0,0,3,0,15.6,Low
384,0,0,0,0,0,4,0,4.3,Low
385,0,1,1,0,0,3,0,50.5,High
386,0,1,0,0,0,1,0,21.1,Low
387,0,0,0,0,0,1,0,1.4,Low
388,0,0,0,0,1,3,0,6.7,Low
389,0,0,0,0,1,2,0,11.9,Low
390,0,1,0,0,0,2,1,30.4,Medium
391,0,1,1,0,0,3,0,42.0,Medium
392,0,0,0,0,0,5,0,12.4,Low
393,0,1,0,1,0,5,0,31.9,Medium
394,0,0,1,0,1,2,0,27.2,Medium
395,0,0,0,0,0,1,1,7.8,Low
396,0,1,0,0,0,3,0,21.5,Low
397,0,0,0,0,0,4,0,6.1,Low
398,0,0,0,0,0,4,1,11.6,Low
399,0,0,0,0,0,4,0,3.2,Low
400,0,0,0,0,0,3,0,0.0,Low
401,1,0,0,0,0,4,0,26.3,Medium
402,0,0,0,0,0,3,0,0.0,Low
403,0,0,1,0,0,5,0,22.2,Low
404,0,1,1,0,0,1,0,38.4,Medium
405,0,0,0,0,0,3,0,0.0,Low
406,0,0,0,0,0,1,0,0.5,Low
407,0,1,0,0,0,1,0,15.4,Low
408,0,0,1,0,0,2,0,31.5,Medium
409,0,0,0,0,0,4,0,2.8,Low
410,0,0,0,0,1,5,0,4.1,Low
411,0,0,0,0,0,2,0,0.0,Low
412,0,0,0,0,0,1,0,0.0,Low
413,0,1,0,0,0,4,0,19.2,Low
414,0,0,0,0,0,4,0,0.0,Low
415,0,0,0,0,0,4,0,0.0,Low
416,0,0,0,0,0,1,0,0.0,Low
417,0,0,1,0,0,5,0,27.3,Medium
418,0,0,0,0,0,4,0,0.0,Low
419,0,1,0,0,0,2,0,22.0,Low
420,0,0,0,1,0,1,0,24.9,Low
421,0,0,1,0,0,3,1,20.3,Low
422,0,0,0,0,0,3,0,0.0,Low
423,0,0,0,0,0,5,0,3.0,Low
424,1,0,0,0,1,3,0,31.4,Medium
425,0,0,0,0,0,1,0,0.8,Low
426,0,0,1,0,0,5,0,22.9,Low
427,0,0,0,0,0,3,0,0.0,Low
428,0,0,0,0,0,1,0,0.0,Low
429,0,0,0,0,0,3,0,3.7,Low
430,0,0,0,0,0,5,0,10.4,Low
431,0,0,0,0,0,5,0,1.8,Low
432,0,0,0,0,0,1,0,0.0,Low
433,0,0,0,0,0,2,0,13.2,Low
434,0,0,0,0,0,1,0,0.0,Low
435,0,1,0,0,0,1,0,18.6,Low
436,0,0,0,0,0,5,0,5.3,Low
437,0,0,0,0,0,5,0,0.0,Low
438,0,0,0,0,0,5,0,0.0,Low
439,0,0,0,0,0,1,0,0.0,Low
440,0,0,0,0,0,5,0,0.0,Low
441,0,0,0,0,0,5,1,7.4,Low
442,0,0,0,0,0,2,0,5.1,Low
443,0,0,0,0,0,2,0,0.0,Low
444,0,0,0,0,0,5,0,3.5,Low
445,0,0,0,1,0,2,0,16.2,Low
446,0,0,0,0,0,1,0,0.0,Low
447,0,0,0,0,0,3,0,0.8,Low
448,0,0,0,0,0,5,0,0.0,Low
449,0,0,0,0,0,4,0,0.0,Low
450,0,1,0,0,0,4,0,10.9,Low
451,0,0,0,1,0,4,0,13.9,Low
452,0,0,0,0,0,1,0,0.0,Low
453,0,0,1,0,0,5,0,27.9,Medium
454,0,0,0,0,0,3,0,0.0,Low
455,0,0,0,0,0,1,0,1.7,Low
456,0,0,0,0,0,3,0,0.0,Low
457,0,0,0,0,0,2,0,0.0,Low
458,0,0,0,0,0,1,0,0.0,Low
459,0,0,0,0,0,3,0,0.0,Low
460,0,0,0,0,0,2,0,1.4,Low
461,0,0,0,0,0,5,0,0.0,Low
462,0,0,0,0,0,3,0,2.9,Low
463,0,0,0,0,1,5,0,12.5,Low
464,0,0,0,0,0,3,0,0.0,Low
465,0,0,0,0,0,4,0,0.0,Low
466,0,0,0,1,0,1,0,22.5,Low
467,0,0,0,0,0,5,0,2.3,Low
468,0,1,0,0,0,5,0,27.6,Medium
469,0,0,0,0,0,3,0,1.7,Low
470,0,0,0,0,0,4,0,4.0,Low
471,0,1,0,0,0,1,0,17.5,Low
472,0,0,0,0,0,3,0,0.0,Low
473,0,0,0,0,0,4,0,0.0,Low
474,0,0,0,0,1,1,0,12.1,Low
475,0,1,0,0,0,3,0,12.1,Low
476,0,0,0,0,0,4,0,6.6,Low
477,0,0,0,0,0,3,0,3.4,Low
478,0,0,1,0,0,3,0,15.6,Low
479,0,0,1,0,0,4,1,27.9,Medium
480,0,0,0,0,0,5,0,5.6,Low
481,0,0,0,0,0,4,0,2.8,Low
482,0,0,0,0,0,1,0,3.9,Low
483,0,0,0,0,0,5,0,0.0,Low
484,0,0,0,0,0,1,0,0.3,Low
485,0,0,0,0,0,1,0,1.0,Low
486,0,0,0,0,0,2,0,6.2,Low
487,0,0,0,0,0,2,0,0.0,Low
488,0,0,0,0,0,3,0,0.0,Low
489,0,0,0,0,0,1,1,6.6,Low
490,0,0,0,0,0,2,0,11.5,Low
491,0,0,0,0,0,2,0,2.4,Low
492,0,0,0,0,0,5,0,0.0,Low
493,0,0,0,0,0,5,0,1.6,Low
494,0,0,0,0,0,2,0,0.0,Low
495,0,1,0,0,0,2,0,29.3,Medium
496,0,0,0,0,0,2,1,15.2,Low
497,0,0,0,0,0,3,0,0.9,Low
498,0,0,0,0,0,2,0,3.1,Low
499,0,0,0,0,0,1,0,3.3,Low
500,0,1,0,0,0,5,0,24.1,Low
501,0,0,0,0,0,2,0,0.0,Low
502,0,1,0,0,0,5,0,13.8,Low
503,0,0,0,0,0,3,0,0.0,Low
504,0,0,0,0,0,5,0,0.0,Low
505,0,0,0,0,1,3,0,7.6,Low
506,0,0,1,0,0,4,0,23.0,Low
507,0,0,0,0,0,1,0,0.0,Low
508,0,0,1,0,0,4,0,15.5,Low
509,0,1,0,0,0,5,0,28.5,Medium
510,0,0,0,0,0,3,0,0.0,Low
511,0,1,0,0,0,1,0,15.3,Low
512,0,0,0,0,0,1,0,0.0,Low
513,0,0,0,0,1,1,0,11.1,Low
514,0,0,0,0,0,3,0,10.1,Low
515,0,0,0,0,0,2,0,7.2,Low
516,0,0,0,0,0,3,0,0.0,Low
517,0,0,0,0,0,3,0,1.3,Low
518,0,0,0,0,0,2,0,8.1,Low
519,0,0,0,0,0,5,0,0.0,Low
520,0,1,0,0,0,3,0,20.1,Low
521,0,0,0,0,0,2,0,0.2,Low
522,0,0,0,0,0,3,0,4.0,Low
523,0,0,0,0,0,4,0,0.0,Low
524,0,0,0,0,0,3,0,5.8,Low
525,0,0,0,0,0,4,0,0.0,Low
526,0,0,0,0,0,1,0,0.0,Low
527,0,0,0,0,0,3,0,5.5,Low
528,0,0,0,0,0,3,0,0.2,Low
529,0,0,0,0,0,1,0,0.0,Low
530,0,0,0,0,1,1,0,13.1,Low
531,0,0,0,0,0,5,0,1.2,Low
532,0,1,0,0,0,4,1,37.6,Medium
533,0,0,0,0,0,4,0,3.7,Low
534,0,0,0,0,0,3,0,0.0,Low
535,0,0,1,0,0,2,0,19.6,Low
536,0,0,0,0,0,3,0,3.3,Low
537,0,0,0,0,0,4,0,2.1,Low
538,0,0,0,0,0,3,0,2.4,Low
539,0,0,0,0,0,5,0,1.5,Low
540,0,0,0,0,0,3,0,0.0,Low
541,0,1,1,0,0,2,1,54.4,High
542,0,0,0,0,0,5,0,0.0,Low
543,0,0,0,0,0,1,0,2.7,Low
544,0,0,0,0,1,3,0,14.8,Low
545,0,0,0,0,0,2,1,5.5,Low
546,0,0,1,0,0,1,0,25.6,Medium
547,0,0,0,0,0,1,0,0.4,Low
548,0,0,0,0,0,3,0,3.2,Low
549,0,0,1,0,0,3,0,17.1,Low
550,0,0,1,0,0,1,0,17.2,Low
551,0,0,0,0,0,3,0,0.0,Low
552,0,0,1,0,0,5,0,29.1,Medium
553,0,0,0,0,0,3,0,3.4,Low
554,1,0,0,0,0,5,0,27.0,Medium
555,0,0,1,0,0,1,0,24.4,Low
556,0,0,0,0,0,3,0,7.2,Low
557,0,0,0,0,0,5,0,5.7,Low
558,0,0,0,0,0,5,0,2.8,Low
559,0,0,0,0,0,2,0,6.4,Low
560,0,0,0,0,0,2,0,1.2,Low
561,0,0,0,1,0,4,0,9.3,Low
562,0,0,0,0,0,5,0,2.0,Low
563,0,0,0,0,0,1,0,3.2,Low
564,0,0,0,0,0,3,0,0.0,Low
565,0,0,0,0,0,2,0,0.0,Low
566,0,0,0,0,1,1,0,12.3,Low
567,0,0,1,0,0,3,0,18.5,Low
568,0,0,0,0,0,1,1,6.7,Low
569,0,1,0,0,0,5,0,29.7,Medium
570,0,0,0,0,0,2,0,2.8,Low
571,0,1,0,0,0,5,0,18.6,Low
572,0,1,0,0,1,2,0,45.0,Medium
573,0,0,0,0,0,5,0,0.0,Low
574,0,0,0,0,0,2,0,1.4,Low
575,0,0,0,0,0,2,1,0.0,Low
576,0,0,0,0,0,4,0,0.4,Low
577,0,0,0,0,1,1,1,27.7,Medium
578,0,0,0,0,0,4,0,8.3,Low
579,0,0,0,0,0,1,0,0.0,Low
580,0,0,0,0,0,5,0,0.0,Low
581,0,0,0,0,0,1,0,6.3,Low
582,0,0,0,0,0,2,0,0.0,Low
583,0,0,0,0,1,1,0,16.5,Low
584,0,0,0,0,0,5,0,0.0,Low
585,0,0,0,0,0,2,0,0.0,Low
586,0,0,0,0,0,2,0,0.0,Low
587,0,1,0,0,0,4,1,40.3,Medium
588,0,0,0,0,0,1,0,2.2,Low
589,0,0,1,0,0,3,0,6.5,Low
590,0,0,0,0,0,1,0,0.1,Low
591,0,0,0,0,0,5,0,4.1,Low
592,0,0,0,0,0,2,0,0.0,Low
593,0,0,0,0,0,3,0,0.0,Low
594,0,0,0,0,0,2,0,5.3,Low
595,0,0,0,0,0,1,0,0.0,Low
596,0,1,0,0,0,5,0,26.1,Medium
597,0,0,1,0,0,3,0,11.7,Low
598,0,0,0,0,0,3,0,5.3,Low
599,0,0,0,0,0,2,0,0.4,Low
